,Unnamed: 0,search_position,job_location,job_title,company,job_description,job_link
93,93,Data Scientist,Remote,Data Scientist,Unified Women’s Healthcare,"Position Summary:
The Data Scientist will join the data analytics team to collaborate in building causal models in support of Lucina’s maternal health solutions. The ideal candidate will have experience in statistical research and clinical study design. The applicant will be driven by curiosity and will be willing to participate as part of the team to drive innovative and value-building solutions.
Essential Job Functions:
Build models to advance and oversee Lucina’s pregnancy identification and risk-scoring algorithms.
Build models to study patterns of care and patient conditions that correlate to specific outcomes.
Support clinical committee research and development work.
Complete ad hoc analyses and reports from internal and external customers prioritized by management throughout the year.
Position Requirements:
Master’s degree in Applied Math, Statistics, Engineering, Information Management, or a similar field required. PhD degree preferred but will accept equivalent experience.
Strong technical skills on clinical research with proven track record. These technical skills include, but are not limited to, regression techniques, generalized linear models, clinical study design patterns (such as case-control studies), and pseudo-randomized trials. Additionally, experience with machine learning methodologies a plus (e.g. neural networks, decision trees, clustering, pattern recognition, supervised learning, unsupervised learning, bias-variance tradeoff)
Strong quantitative and analytical skills with attention to detail and ability to solve complex problems
Proficiency in Python or R required
Experience working with and analyzing healthcare data
Advanced SQL knowledge and experience working with relational databases and data warehouses
Experience with two or more of the following: SQL Server, SQL Data Warehouse Appliance, Netezza, Hadoop, Spark, Tableau, Power BI, and other vendors with BI components
AWS and Azure cloud environment experience preferred but not required
Strong communication skills with ability to work across internal and external teams
Experience with publishing academic research a plus",https://www.indeed.com/rc/clk?jk=16d5870fd31ee94a&fccid=a588466652d74076&vjs=3
94,94,Data Scientist,"Ann Arbor, MI+1 location",Data Scientist,Charles Schwab,"Your Opportunity
This position on the Data Science Labs team is responsible for prototyping and developing data science and Artificial Intelligence (AI) approaches that support customer-facing applications and improve analytic capabilities. A central goal of this role is to identify and gain adoption of new concepts and technology in the areas of financial planning, fraud detection, operations, content analytics, and others. The individual is expected to grow her/his technical skill set by learning and applying timely data science algorithms and understanding the business and architectural considerations needed to bring solutions into production.
Data Science is an enterprise team within the Data, Analytics, and Insight (DAI) organization that builds models and provides advanced analytical support across all business units including retail, institutional, marketing, digital, and operations. Our data scientists collaborate directly with business, product, technology, and other analytical teams in DAI to solve complex business problems by building state-of-the-art models and tools to grow the business, streamline costs, and improve customer experiences. The team also interfaces with production operations and architecture teams to help design scalable implementations.
What you are good at
Develop data science approaches that leverage statistical and machine learning algorithms
Perform feature engineering from large, complex datasets
Track model performance
Work closely with different stakeholders and business functions (e.g., Financial Planning and Fraud Risk Management) to decide how data science can help achieve objectives
Present to stakeholders to demonstrate capabilities, value proposition, alignment to strategy, and how data science solutions can be deployed within the firm
Work with systems engineers and architects to design solutions for launching successful prototypes into production.
Collaborate with the R&D team to identify and develop new data science capabilities for the firm
Document technical designs and data engineering
Attend and present at data science conferences and meetings
Work in an agile and iterative manner to foster innovation.
What you have
Experienced programming capability in Python and unix/shell scripting
Experience with advanced analytics, data science, and/or mathematical modeling
Experience with deep learning and natural language processing desired
Knowledge data science platform architecture, especially cloud solutions (e.g., Google Cloud Platform)
Excellent communication and collaboration skills to work across multiple groups within the organization
Why work for us?
Own Your Tomorrow embodies everything we do! We are committed to helping our employees ignite their potential and achieve their dreams. Our employees get to play a central role in reinventing a multi-trillion-dollar industry, creating a better, more modern way to build and manage wealth.
Benefits: A competitive and flexible package designed to empower you for today and tomorrow. We offer a competitive and flexible package designed to help you make the most of your life at work and at home—today and in the future. Explore further.
Schwab is committed to building a diverse and inclusive workplace where everyone feels valued. As an Equal Opportunity Employer, our policy is to provide equal employment opportunities to all employees and applicants without regard to any status that is protected by law. Please click here to see the policy.
Schwab is an affirmative action employer, focused on advancing women, racial and ethnic minorities, veterans, and individuals with disabilities in the workplace. If you have a disability and require reasonable accommodations in the application process, contact Human Resources at applicantaccessibility@schwab.com or call 800-275-1281.
TD Ameritrade, a subsidiary of Charles Schwab, is an Equal Opportunity Employer. At TD Ameritrade we believe People Matter. We value diversity and believe that it goes beyond all protected classes, thoughts, ideas, and perspectives.",https://www.indeed.com/rc/clk?jk=2d14eedb788078b3&fccid=3c74eafe288fc8ca&vjs=3
95,95,Data Scientist,+126 locationsRemote,Applied Scientist,Amazon.com Services LLC,"
PhD or equivalent Master's Degree plus 4+ years of experience in CS, CE, ML or related field
Experience programming in Java, C++, Python or related language
A MS in Computer Science, Machine Learning, Statistics or in a highly quantitative field
3+ years of hands-on experience in predictive modeling and large data analysis
Communication and data presentation skills
Problem solving ability

Do you want to join an innovative team of scientists who use machine learning and statistical techniques to help Amazon provide the best customer experience by protecting Amazon customers from hackers and bad actors? Do you want to build advanced algorithmic systems that help manage the trust and safety of millions of customer every day? Are you excited by the prospect of analyzing and modeling terabytes of data and create state-of-art algorithms to solve real world problems? Do you like to innovate and simplify? If yes, then you may be a great fit to join the Amazon Account Integrity team.

The Amazon Account Integrity team works to ensure that customers are protected from bad actors trying to access their accounts. Our greatest challenge is protecting customer trust without unjustly harming good customers. To strike the right balance, we invest in mechanisms which allow us to accurately identify and mitigate risk, and to quickly correct and learn from our mistakes. This strategy includes continuously evolving enforcement policies, iterating our Machine Learning risk models, and exercising high‐judgement decision‐making where we cannot apply automation.

Main responsibilities

Use statistical and machine learning techniques to create scalable risk management systems
Analyzing and understanding large amounts of Amazon’s historical business data for specific instances of risk or broader risk trends
Design, development and evaluation of highly innovative models for risk management
Working closely with software engineering teams to drive real-time model implementations and new feature creations
Working closely with operations staff to optimize risk management operations
Establishing scalable, efficient, automated processes for large scale data analyses, model development, model validation and model implementation
Tracking general business activity and providing clear, compelling management reporting on a regular basis
Research and implement novel machine learning and statistical approaches
A PhD in Computer Science, Machine Learning, Statistics or in a highly quantitative field
3+ years of industry experience in predictive modeling and large data analysis
Strong skills with Python/Spark (or similar scripting language), Java/C++ and SQL
Strong problem solving and dive deep ability
Strong communication, writing and data presentation skills

",https://www.indeed.com/rc/clk?jk=e5d3bc8f390843da&fccid=fe2d21eef233e94a&vjs=3
96,96,Data Scientist,"Remote in Franklin, TN 37064 37064+5 locations",Graduate Data Scientist - Role Can be Remote,MARS,"The Petcare Segment consists of five Divisions: Pet Nutrition, Royal Canin, Mars Veterinary Health N. America, Mars Veterinary Health International & Diagnostics, Kinship. Under this new organization of Petcare Product and Service brands, we launched our Strategy in 2018 with an objective to “Create a Better World for Pets by extending global leadership in Nutrition, Health and Services powered by Data”.
With the breadth and scale of our Petcare businesses we have unique and unrivalled data assets. The potential to create benefits for Pets and sustainable competitive advantage is huge and we need to seize this opportunity now.
Our data assets consist of Veterinary data including appointment and invoice details as well as the medical histories and diagnostic details this provides. We have breed and disease marker data from our DNA diagnostics business (Wisdom Health), Location and Activity Tracking data from our Whistle business. From our nutrition businesses we have sales data, some consumer data as well as valuable information about retailers, Veterinarians, Breeders and Shelters. We also have third party data providing us with product purchasing insights and the potential to develop deeper and broader views into Petcare shopping through collaboration and D2C engagement.
We began our work to leverage these more strategically to power our ecosystem in 2018 and there is a core team at the Petcare level incubating and guiding these efforts.
What are we looking for?
Bachelor’s degree in STEM, including marketing, mathematics, physics, statistics, economics, engineering, computer science, or social sciences with a quantitative bend.
Basic programming, data analysis, and visualization skills. Coding experience is required, which can be from completed university courses or side/personal projects. Python is strongly preferred.
Basic understanding of the pet care journey enabling data story telling.
Intellectually curious with a strong desire to explore and find insights in new datasets.
What will be your key responsibilities?
Assist with data prep, cleaning and documentation from various sources.
Build understanding of the Mars Petcare data ecosystem and analytics platforms.
Expand dataset exposure by working on various business segment projects or facilitating ecosystem projects.
Participate in research hacks to assess project feasibility.
Develop and gather project insights.
Code peer review and QA notebooks.
Design basic experiments, AB testing and other statistical analyses.
Work collaboratively with engagement team members and business stakeholders.
Collaborate and drive a consumer-centric approach.
Participate in model building including statistical models and ML algorithms.
What can you expect from Mars?
Work with over 130,000 like-minded and talented Associates, all guided by The Five Principles.
Join a purpose driven company, where we’re striving to build the world we want tomorrow, today.
Best-in-class learning and development support from day one, including access to our in-house Mars University.
An industry competitive salary and benefits package, including company bonus.",https://www.indeed.com/rc/clk?jk=8a678b2c47705937&fccid=6f49e88f14c18b75&vjs=3
97,97,Data Scientist,Remote,Data Science / AI Resident,Apziva,"Overview
Apziva is a fast-growing startup working with professionals from 20+ countries. Apziva’s mission is to solve the world’s experience gap and unlock human potential. Apziva empowers professionals from all around the world to work on challenging real-world projects and gain industry experience. With a growing network of talented individuals, mentors, and leading organizations, Apziva helps companies recruit the best candidates with proven work experience and solve challenging real problems of leading organizations from all around the world.
We are looking for aspiring data scientists to join the AI Residency Program. During the program, you will be working with an industry expert mentor and will be gaining hands-on industry experience.
What Is The Residency:
The Apziva AI Residency is a self-paced 6-month program that offers the ability to develop and apply advanced AI technology on various projects from Apziva’s industry partners. You’ll be working on real-world industry projects and will have the opportunity to collaborate with like-minded professionals. Inside the program, Residents are a part of a global community of professionals from 20+ countries. Mentorship is provided to AI Residents via Principal Data Scientists, Senior Machine Learning Engineers, and Senior Leaders from industry-leading companies. The Residency Program is intended for individuals with a passion to apply Machine Learning and Data Science skills to real practical problems from different industries, such as Finance, Logistics, Human Resources, Education, Consumer Goods, and more.
You’ll procure skills and knowledge on:
Python

Scikit-learn

Pandas

Numpy

Jupyter

PyTorch

Tensorflow

Matplotlib

Docker

AWS

You’ll have extensive experience on:
Probability And Statistics

Natural Language Processing

Computer Vision

Speech and Signal Processing

Time Series

Recommendation Systems

Deep Learning

Supervised Learning

Unsupervised Learning

Reinforcement Learning

Company:

Apziva

Qualifications:

A passion for learning and self-improvement

Having strong analytical and problem-solving skills

Basic understanding of Machine Learning concepts, and entry-level Python programming skills.
Language requirements:

Fluency in written and spoken English.

Tagged as: Data Mining, Industry, United Kingdom",https://www.indeed.com/rc/clk?jk=6f4d2cbae7e7490f&fccid=dd616958bd9ddc12&vjs=3
98,98,Data Scientist,"Milwaukee, WI 53224 53224 (Park Place area)",Project Engineer - Data Scientist,A. O. Smith Corporation,"We are looking for a Data Scientist to analyze large amounts of raw information to find patterns that will help improve our company. We will rely on you to build data products to extract valuable business insights. In this role, you should be highly analytical with a knack for analysis, math and statistics. Critical thinking and problem-solving skills are essential for interpreting data. We want to see a passion for machine-learning and research. Your goal will be to help our company analyze trends to make better decisions.ResponsibilitiesIdentify valuable data sources and automate collection processesUndertake preprocessing of structured and unstructured dataAnalyze large amounts of information to discover trends and patternsBuild predictive models and machine-learning algorithmsCombine models through ensemble modelingPresent information using data visualization techniquesPropose solutions and strategies to business challengesCollaborate with engineering and product development teamsSkillsProven experience as a Data Scientist or Data AnalystExperience in data miningUnderstanding of machine-learning and operations researchKnowledge of R, SQL and Python; familiarity with Scala, Java or C++ is an assetExperience using business intelligence tools (e.g. Tableau) and data frameworks (e.g. Hadoop)Analytical mind and business acumenStrong math skills (e.g. statistics, algebra)Problem-solving aptitudeExcellent communication and presentation skillsBSc/BA in Computer Science, Engineering or relevant field; Masters degree in Data Science or other quantitative field is preferredJob Type: Full-timePay: $72,000.00 - $108,000.00 per yearBenefits:401(k)Dental insuranceHealth insuranceLife insuranceRelocation assistanceRetirement planVision insuranceSchedule:8 hour shiftAbility to commute/relocate:Milwaukee, WI 53224: Reliably commute or planning to relocate before starting work (Required)Experience:Python: 1 year (Preferred)SQL: 1 year (Preferred)Data Scientists & Statisticians: 2 years (Preferred)Work Location: One location",https://www.indeed.com/company/Aquasana-(Division-of-A.O.-Smith)/jobs/Project-Engineer-e1fd403dfd2996f7?fccid=2ea73592e6ce43ae&vjs=3
99,99,Data Scientist,Remote,Data Scientist,Avenue Code,"Avenue Code is the leading software consultancy focused on delivering end-to-end development solutions for digital transformation across every vertical. We’re privately held, profitable, and have been on a solid growth trajectory since day one. We care deeply about our clients, our partners, and our people. We prefer the word ‘partner’ over ‘vendor’, and our investment in professional relationships is a reflection of that philosophy. We pride ourselves on our technical acumen, our collaborative problem-solving ability, and the warm professionalism of our teams.


About the opportunity:

We are looking for a passionate, talented, and innovative Data Scientist with a strong machine learning background to help build industry-leading AI/ML enabled applications for a retail/commerce platform.


Required Qualifications:

BA/BS Degree required;
Experience in SQL and Python.
Knowledge in machine learning algorithms.
Hands-on industry experience in leveraging data science (including ML) and analytics to solve
business problems;
Familiarity with Agile.


Does this sound like you? Apply now to become an Avenue Coder! #LI-Remote .",https://www.indeed.com/rc/clk?jk=4723b2f77a1d6794&fccid=c267202434f82771&vjs=3
100,100,Data Scientist,"Charlotte, NC 28202 28202 (Downtown Charlotte area)+4 locations",Data Scientist,Lowe's,"Job Summary:

The primary purpose of this role is to provide advanced analytical capabilities to support data science initiatives. This position gains experience in various areas including, but not limited to: predictive modeling; personalization and recommendation algorithms; natural language processing and text mining; search recall, precision, ranking, and related problems; optimization and mathematical programming with applications in labor scheduling, inventory and capacity planning, network flows, and supply chain optimization.
Key Responsibilities:

Mines and extracts data and applies statistics and algorithms necessary to derive insights for Lowe's and Lowe's Digital
Supports the generation of an automated insights generation framework for Lowe's business partners to effectively interpret data
Provides actionable insights through data science on Personalization, Search & Navigation, SEO & Promotions, Supply Chain, Services, other company priorities, etc.
Tracks success of Lowe's through the development of dashboard reports that measure financial results, customer satisfaction, and engagement metrics
Conducts deep statistical analysis, including predictive and prescriptive modeling in order to provide a competitive advantage at Lowe's
Maintains expert-level knowledge on industry trends, emerging technologies, and new methodologies and applies it to projects as well as using it to guide team members
Serves as a leading member on automation and analytical projects, collaborating across functions in Lowe's and Lowe's Digital
 Works with more senior level scientists on the team to translate requirements into an analytical approach; asks the right questions to understand the problem
 Contributes to, or builds the analytic approach to solving a business problem; helps identify the sources, methods, parameters, and procedures to be used; may also communicate with stakeholders on project scope and timelines
 Gathers and assimilates data according to the project plan; works with the team to discuss analysis and findings
 Prepares final recommendations, ensuring solutions are implementable in the business
 Executes plan for measuring impact based on discussions with stakeholders, partners and senior team members
 Executes projects with full adherence to enterprise project management practices by participating in formal and informal training
Maintains knowledge of techniques, technology, industry trends, best practices, and emerging methodologies
Minimum Qualifications:

Bachelor's degree in Mathematics, Statistics, Physics, Economics, Engineering, Computer Science, Data or Information Science, or related quantitative analytic field AND 2 years of experience in analytics AND 1 year of programming experience (Python, Java, Scala, Rust, etc.)
OR

Master's degree in Mathematics, Statistics, Physics, Economics, Engineering, Computer Science, Data or Information Science, or related quantitative analytic field AND 1 year of experience in analytics
OR

Ph.D. in Mathematics, Statistics, Physics, Economics, Engineering, Computer Science, Data or Information Science, or related quantitative analytic field
ALSO

 Knowledge of SQL and various statistical modeling or machine learning techniques
Preferred Qualifications:

Master's degree in Mathematics, Statistics, Physics, Economics, Engineering, Computer Science, Data or Information Science, or related quantitative analytic field
Experience in performing predictive analytics in a large scale enterprise
2 years of experience in data science or advanced analytics in industry
SQL experience
Programming experience (Python, Java, Scala, Rust, etc.)
Experience using multiple data systems and sources (such as Hadoop, Spark, Aster, Teradata, etc.)
About Lowe’s

Lowe’s Companies, Inc. (NYSE: LOW) is a FORTUNE® 50 home improvement company serving approximately 19 million customer transactions a week in the United States and Canada. With fiscal year 2021 sales of over $96 billion, Lowe’s and its related businesses operate or service nearly 2,200 home improvement and hardware stores and employ over 300,000 associates. Based in Mooresville, N.C., Lowe’s supports the communities it serves through programs focused on creating safe, affordable housing and helping to develop the next generation of skilled trade experts. For more information, visit Lowes.com.
EEO Statement
Lowe’s is an equal opportunity employer and administers all personnel practices without regard to race, color, religious creed, sex, gender, age, ancestry, national origin, mental or physical disability or medical condition, sexual orientation, gender identity or expression, marital status, military or veteran status, genetic information, or any other category protected under federal, state, or local law.",https://www.indeed.com/rc/clk?jk=b2e01f4ce778ec81&fccid=402f23c7b01ca527&vjs=3
101,101,Data Scientist,"Minneapolis, MN 55401 55401 (North Loop area)+1 location",Associate Data Scientist,Xcel Energy,"Works with a team for modeling complex business problems and discovering insights through the use of statistical, algorithmic, mining and visualization techniques. You will need to be a ""data utility player"" and be prepared to be able to assist in data standardization, analysis opportunities, and aid in the build and implementation of data models. Additionally, this role will develop tools and libraries to streamline this process and create documentation to support knowledge sharing and auditability.

Essential Responsibilities

Data Wrangling/Exploration: Follow consistent practices to ensure data integrity and deal with imperfections in data. Research opportunities for the acquisition of new data sources to enhance value and fill gaps; automate collection processes; effectively process structured and semi-structured/unstructured data; proficiently integrate varied datasets; collaborate with business stakeholders as needed to ensure solid data understanding and proper data transformation; work cross-functionally with business partners and peer teams; analyze large amounts of information to discover trends and patterns; draw conclusions and gain actionable insights.
Machine Learning: Build predictive models; propose solutions and strategies for business problems; apply the appropriate machine learning algorithm to data problems (e.g. supervised vs. unsupervised machine learning, clustering, ensemble methods, etc.); validate model results. Work closely with architecture and engineering team to deploy models; communicate results in a clear and non-technical manner.
Communication & Relationship Building: Interact with business client teams and effectively communicate technical information to peers; effectively develop relationships with individuals inside and outside of IT; address challenges to analytic processes gain support from related stakeholders for analytic solutions.
Statistics: Apply appropriate statistical techniques to data exploration and model development/assessment; communicate complex statistical concepts to non-technical audiences; maintain skills through continuing education.
Data Visualization: Create meaningful data visualizations to communicate results and highlight business impact; utilize various techniques and delivery methods of visualization that are audience appropriate.
Programming: Effectively collaborate with others to deliver efficient and high quality code; implement solid validation process to ensure consistency and minimize errors; champion more efficient ways to produce code iteratively; maintain skills through continuing education; stay up to date on new technologies/ tools; seamlessly transition between languages to apply the right approach to the problem.

Minimum Requirements

Bachelor’s degree in IT or math related field and with 1-3 years of experience in analytics OR Master’s degree in IT or math related field.
Problem solving skills, business acumen, and demonstrated excellent oral and written communication skills.
Self-motivated with the ability to work independently on tasks.
Strong SQL, Python skills.
Familiarity with Distributed Computing experience.
Data visualization skills.
Knowledge of data architecture and structure.
Experience with machine learning, statistical modeling, predictive modeling are imperative; text mining and topic modeling are plus.
Experience with Neural Networks and corresponding technologies.
_______________________________________________________________________________________________
COVID-19 Vaccine Requirement

COVID-19 continues to significantly impact our employees, families and communities. With employee health and safety as our top priority, Xcel Energy requires all persons be fully vaccinated or receive a formal medical or religious accommodation prior to their start date, unless prohibited by state or local law.
As a leading combination electricity and natural gas energy company, Xcel Energy offers a comprehensive portfolio of energy-related products and services to 3.4 million electricity and 1.9 million natural gas customers across eight Western and Midwestern states. At Xcel Energy, we strive to be the preferred and trusted provider of the energy our customers need. If you’re ready to be a part of something big, we invite you to join our team.
Posting Notes: MN - Minneapolis || MN - Minneapolis; CO - Denver || United States (US) || Customer And Innovation || 55300:Innovation & Transformation Of || Full-Time || Non-Bargaining ||
The anticipated starting base pay for this position is: $77,000 to $109,666 per year

This position may also be eligible for the following benefits and/or pay components: Pay - Annual Incentive Program, Medical/Pharmacy Plan, Dental, Vision, Life Insurance, Dependent Care Reimbursement Account, Health Care Reimbursement Account, Health Savings Account (HSA) (if enrolled in eligible health plan), Limited-Purpose FSA (if enrolled in eligible health plan and HSA), Transportation Reimbursement Account, Short-term disability (STD), Long-term disability (LTD), Employee Assistance Program (EAP), Fitness Center Reimbursement (if enrolled in eligible health plan), Tuition reimbursement, Transit programs, Employee recognition program, Pension, 401(k) plan, Paid time off (PTO), Holidays, Personal holidays, Volunteer Paid Time Off (VPTO) (full-time employees only), Parental Leave
Click here to see our benefits
Requisition Number: 41342
All qualified applicants will receive consideration for employment without regard to age, race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or status as a protected veteran.
Individuals with a disability who need an accommodation to apply please contact us at recruiting@xcelenergy.com",https://www.indeed.com/rc/clk?jk=dea9a2c2c3c68144&fccid=0b3490f8005058ec&vjs=3
102,102,Data Scientist,+4 locationsRemote,Data Scientist II - Loyalty,Levi Strauss & Co.,"JOB DESCRIPTION
You're an original. So are we.
We're a company of people who like to forge our own path. We invented the blue jean in 1873, and we reinvented khaki pants in 1986. We pioneered labor and environmental guidelines in manufacturing. And we work to build sustainability into everything we do. Our brands stand for freedom and self-expression around the world.
Today, within the Global Data, Analytics & AI organization, we are forging a new path for the Fashion Tech industry. We are taking one of the world’s most iconic brands into the next century: from creating machine learning-powered denim finishes to using block-chain for our factory workers’ wellbeing, building algorithms to better meet the needs of our consumers online and in store, optimizing our supply chain, and so much more! We operate like a “startup with assets”: building exciting solutions that impact our business across the globe while at the same time be part of a larger, across-continents, data science community.
If you are excited at the idea of leading step change in this vibrant intersection of fashion, data science, and technology at one of the most iconic and innovative companies, then join our team!
About T he Job
As a Data Scientist on the Loyalty & Membership team , you will be working on a wide variety of data science and AI projects with direct impact on our loyalty program. This is a unique opportunity to drive and shape the future of our organization by designing and running initiatives that range from different customer segmentations to the application of the latest advancements in reinforcement learning. You will report into the Global Senior Data Scientist
#LI-Remote
In this role, you will:
Understand and own our loyalty program goals and values.
Use different ML algorithms and frameworks to improve the knowledge of our loyal members and make every interaction useful and meaningful for them.
Develop production ready, reliable, scalable, and maintainable AI solutions to address complex problems and opportunities in the area of loyalty .
Partner with stakeholders to understand business needs, build alignment and influence technical roadmaps .
Proactively influence the te am vision, strategy and roadmap.
Actively contribute to raising the bar of the team ML standards and best practices
Maintain a s trong understanding of the business , its emerging opportunities and how to measure impact.
Proactively identify trends and opportunities to drive innovation, both in what we do and how we do it
Embod y Levi Strauss & Co. values, namely, empathy, originality, integrity, and courage.
Ideally, you will have:
An a dvanced d egree in Computer Science, Engineering or a related quantitative field (PhD is a plus)
2 – 5 years of professional experience developing and deploying machine learning models and algorithms of progressing complexity and demonstrated business impact .
1 + years experience with Python model development specifically .
Knowledge of multiple ML frameworks and core technologies (e.g., tensorflow , xgboost , etc.).
Knowledge of AWS, GCP or equivalent on-premise platfor ms
Experience with different clustering and segmentation techniques.
Knowledge of Reinforcement Learning frameworks ( OpenAI Gym, tf -agents, RLLib ) is a plus .
A desire to continue developing your skill set while sharing new analytical approaches with your peers
Excellent SQL skills
We put a lot of thought into our programs to provide you with a benefits package that matters. Whether it is for medical care, taking time off, improving your health or planning for retirement, we've got you covered. Here's a small snapshot:
401K match: $1.25 for every $1.00 you contribute up to the first 6% of pay you save.
Five hours of paid volunteer time per month with nonprofit organizations
Product discount of 60% off regular-price merchandise
Paid Family Leave
Currently, LS&CO requires proof of being fully vaccinated for COVID-19 as a condition of commencing employment, except in those jurisdictions where prohibited by law. Medical or religious accommodations, or other exemptions that may be required by applicable law, will be approved when properly supported. Further information is provided during the recruitment process.
EOE M/F/Disability/Vets
LOCATION
Remote - USA
FULL TIME/PART TIME
Full time
Current LS&Co Employees, apply via your Workday account.",https://www.indeed.com/rc/clk?jk=ce3125e0dda57a3b&fccid=dc023faa36b88bf2&vjs=3
103,103,Data Scientist,"Seattle, WA 98101 98101 (Downtown area)+1 location",Data Scientist (All Levels),Convoy,"Convoy is transforming the $800 billion trucking industry, where even 10 years ago, most truck drivers did not have smartphones and paper driver logs were common. In 2015, Convoy launched the digital freight movement with an open and fully connected marketplace for brands and manufacturers to work directly with freight carriers who move truckload shipments throughout the country. This 'Digital Freight Network' is powered by machine learning and automation, and supported by a broad, ever-growing set of features that benefit both sides of the marketplace.

We've been honored to work with some great companies, such as Unilever, The Home Depot, and Procter & Gamble. We've also been backed by world-class investors, including Google, YCombinator, Fidelity, Greylock Generation, Lone Pine, T. Rowe Price, Baillie Gifford and the founders and CEOs of Amazon, Salesforce, eBay, LinkedIn, Expedia, Dropbox, Starbucks, and others. We are proud to have been named a CNBC Disruptor 50 Winner (3x), a Fast Company World Changing Idea, a LinkedIn Top Startup, a Forbes' Best Startup Employer, one of Fortune Magazine's 'Impact 20' list, a best place to work in Washington State, a BloombergNEF Pioneer winner, and more.

This is your opportunity to collaborate with an incredible group of people and help transform the freight industry. Join Convoy and help us transport the world with endless capacity and zero waste.
You will:

Measure the impact of product launches using experimental and quasi-experimental methods (A/B testing, causal inference, statistical modeling)
Discover new opportunities and shape product/business strategies through data-centric approaches
Maintain, monitor, and debug production models/decisions systems
Develop metrics to measure system performance and business impact

We're looking for someone who has:

Minimum of 2-7+ years of industry experience in Data Science
Strong programming skills (Python and R preferred). Proficient with statistical data analysis and modeling
Ability to break down high level business problems into concrete analytical solutions
Strong written and verbal communication and keen attention to detail

Nice to Haves:

Advanced degree in economics, statistics, computer science, operations research, engineering, a natural science or equivalent quantitative subject
Experience in SQL and ETL pipeline
Strong examples of your outputs influencing product or engineering road-maps
Benefits:
Employees' wellbeing is top of mind for the Convoy team. Outside of offering excellent medical, dental, and vision benefits, we also offer the following:

On demand mental and emotional health benefits through Lyra
On demand primary care through 98.6
Generous paid time off
Paid parental leave program
Fertility benefit solutions via Progyny
Child-care and adult/elder-care options through Bright Horizons
Opportunity to join and contribute to one of our Employee Resource Groups
Ability to make a real world impact!

Convoy is an equal-opportunity employer and we welcome applicants from all backgrounds. If you're a passionate team player who wants to have an outsized impact on a diverse and dynamic team, we'd love to hear from you!",https://www.indeed.com/rc/clk?jk=86a5001fff608be2&fccid=4514e98bb41669d2&vjs=3
104,104,Data Scientist,"St. Louis, MO 63141 63141+18 locations",Data Scientist,Bayer,"At Bayer we’re visionaries, driven to solve the world’s toughest challenges and striving for a world where ,Health for all, Hunger for none’ is no longer a dream, but a real possibility. We’re doing it with energy, curiosity and sheer dedication, always learning from unique perspectives of those around us, expanding our thinking, growing our capabilities and redefining ‘impossible’. There are so many reasons to join us. If you’re hungry to build a varied and meaningful career in a community of brilliant and diverse minds to make a real difference, there’s only one choice.

Data Scientist


Data Scientist for St. Louis, MO to develop analytical models for business data & processes; design experiments for validation & testing of data models; identify & implement statistical approaches to standardize, improve & automate data analyses, visualization and reporting to deliver insights to business stakeholders; develop prototype solutions using scientific programming languages; create statistical analysis tools to improve workflows; develop reporting on model inputs, model outputs, observed outputs, business impact and key performance indicators; utilize predictive modeling. Requires Master’s in Statistics or closely-related field & 2 yrs experience designing & developing statistical models; implementing algorithms for complex topologies including graph-valued data using R & Python; performing data analysis using Hadoop & Spark; creating probabilistic machine learning algorithms including logistic regressions, Poisson regressions & Bayesian models to automate decision processes; applying simulation & optimization techniques using C++ and Java; developing R Shiny web applications; and creating exploratory & visualization tools using RStudio. Mail resume to Jill Martin, Bayer U.S. LLC, 800 N. Lindbergh Blvd. E2NE, St. Louis, MO 63167 or email resume to careers_us@bayer.com. Reference Job Code 587661.


YOUR APPLICATION


Bayer offers a wide variety of competitive compensation and benefits programs. If you meet the requirements of this unique opportunity, and want to impact our mission Science for a better life, we encourage you to apply now. Be part of something bigger. Be you. Be Bayer.
To all recruitment agencies: Bayer does not accept unsolicited third party resumes.

Bayer is an Equal Opportunity Employer/Disabled/Veterans

Bayer is committed to providing access and reasonable accommodations in its application process for individuals with disabilities and encourages applicants with disabilities to request any needed accommodation(s) using the contact information below.




IMPORTANT NOTE for POTENTIAL US CANDIDATES: Bayer expects its employees to be fully vaccinated against COVID-19. Bayer active employees are required to disclose their vaccination status and if fully vaccinated, provide proof of vaccination status before participating in approved activities for fully vaccinated employees. Bayer defines fully vaccinated in alignment with CDC which is two weeks after completing the two-dose vaccine regimen or two weeks after completing the one-dose regimen. Additionally, if candidates are invited on site as visitors for in person interviews, they must provide proof of being vaccinated and comply with all safety protocols. Bayer will engage in an interactive process with individuals who request a vaccine exemption for qualified medical or religious reasons.



Location: United States : Missouri : St. Louis

Division: Enabling Functions

Reference Code: 587661



Contact Us


Email: careers_us@bayer.com",https://www.indeed.com/rc/clk?jk=cdb5a8df90016cc5&fccid=e08122e0e993cc32&vjs=3
