,search_position,job_location,job_title,company,job_description,job_link
62,Data Analyst,"Remote in Orlando, FL 32832 32832+1 location",Data Analyst,Cru,"Job Description:
Pay: Negotiable
Full Time, Location-Remote
Cru's Missions, Insights and Analytics Team envisions the way people will experience Cru through its digital platforms and products, inspiring anyone we reach digitally to take next steps in their spiritual journey. We are looking for someone who can perform in-depth data analysis to help drive decisions and strategies at all levels of the ministry using a variety of analytics and business intelligence tools.
What You will be Doing:
Support analytics deliverables across multiple entities by defining and reporting on key metrics, analyzing data from various sources and tools, and proactively providing insights to stakeholders.
Assist in the administration, implementation and QA of web and mobile analytics to a diverse set of stakeholders.
Gather and extract data requirements from functional requirements with users and other technical resources.
Identify opportunities to optimize efforts to drive customer acquisition, engagement, and retention.
Assist in measuring Objectives and Key Results, A/B tests and other activities to increase ministry impact.
Provide ongoing technical support to stakeholders with minimal guidance or oversight.

Required Experience:
BA/BS in a field that emphasizes data analysis and visualization (e.g., computer science, social sciences, physical sciences, math, engineering, or statistics), or equivalent work experience
2+ years of experience working with data visualization tools
Experience with data management, specifically with validating and interpreting large volumes of data from multiple systems
Comfortable with hands-on involvement in data retrieval, manipulation, analysis and insight generation.
Communicate insights in an understandable and actionable way.
Use tools and programming languages like SQL, Google Analytics, DataStudio, Google Tag Manager, PowerBI, Data.World and other internal tools to work efficiently at scale.
Excellent analytical, and problem-solving skills.
Ability to build strong working relationships across a diverse set of stakeholders.

From: Cru",https://www.indeed.com/rc/clk?jk=bce5aab5be93c159&fccid=cd411fa2d6591efd&vjs=3
63,Data Analyst,Remote,Jr. Business Analyst,Softnice Inc,"Business Analyst (Only for those who resides in the US )We are hiring a business analyst to join our project team. You will work alongside other business analysts and report directly to the project manager. Your main tasks will include performing detailed requirements analysis, documenting processes, and performing some user acceptance testing. To succeed in this role you should have a natural analytical way of thinking and be able to explain difficult concepts to non-technical users.Business Analyst Responsibilities: Evaluating business processes, anticipating requirements, uncovering areas for improvement, and developing and implementing solutions.Leading ongoing reviews of business processes and developing optimization strategies.Staying up-to-date on the latest process and IT advancements to automate and modernize systems.Conducting meetings and presentations to share ideas and findings.Performing requirements analysis.Documenting and communicating the results of your efforts.Working closely with clients, technicians, and managerial staff.Providing leadership, training, coaching, and guidance to junior staff.Allocating resources and maintaining cost efficiency.Ensuring solutions meet business needs and requirements.Performing user acceptance testing.Managing competing resources and priorities.Monitoring deliverables and ensuring timely completion of projects.Business Analyst Requirements: A bachelor’s degree in business or related field or an MBA.Exceptional analytical and conceptual thinking skills.The ability to influence stakeholders and work closely with them to determine acceptable solutions.Advanced technical skills.Excellent documentation skills.Fundamental analytical and conceptual thinking skills.Experience creating detailed reports and giving presentations.Competency in Microsoft applications including Word, Excel, and Outlook.A history of leading and supporting successful projects.Job Types: Full-time, ContractSalary: $70,000.00 - $80,000.00 per yearSchedule:8 hour shiftExperience:SQL: 1 year (Preferred)Work Location: Remote",https://www.indeed.com/company/Alan-M.-Crogan-Youth-Treatment-and-Education-Center/jobs/Junior-Business-Analyst-329a61a6c266ccaa?fccid=8e4be70a9574ba66&vjs=3
64,Data Analyst,"Remote in Baltimore, MD+39 locations","Observability Engineering - Data Analyst - Opportunity for Working Remotely Baltimore, MD",VMware,"Your next adventure at VMware is only a click away!
At VMware, we are committed to helping our people grow professionally. Our talented employees exemplify our shared values and continue to drive our company to new heights.
If you see a position that might be right for you, we encourage you to apply and continue to be a part of our EPIC2 community.
Job Description
The Elevator Pitch: Why will you enjoy this new opportunity?
The Observability Engineering team is in charge of creating meaningful dashboards to multiple organizations inside the Security Business Unit. We are looking for someone who will play a lead role in the collection, transformation, and display of data from multiple sources.
What is the primary need, technical challenge, and/or problem you will be responsible for?
As a member of the Observability team, you will be responsible to maintain and create new visualizations utilizing the data from the SADE data warehouse. You will utilize Python as your main scripting language to transform data using pandas, but there are opportunities to do some of the work in AWS services like Glue or Athena. To present the data, you will be utilizing Tableau to create and host visualizations.
Success in the Role: What are the performance goals over the first 3-6-12 months you will work toward completing?
In the first 3 months, as a new member of the Observability engineering team you will get familiar with the multiple technologies. In the first 6 months you will start to work on your own projects from end to end. By the end of the first year, you will become our SME related to data mart and data visualization.
What type of work will you be doing? What assignments, requirements, or skills will you be performing on a regular basis?
Collection of Kubernetes metrics using KubeCost API
Transformation of data frames using Pandas
Creation of Glue jobs to aggregate data in our SADE environment
Creating data models for multiple data sources in Athena
Modification of existing Tableau workbooks
Creation of new visualizations using Tableau workbooks
Support of current and new CI/CD pipelines to deploy Tableau dashboards
Learn how AWS charges per AWS services
Ensure compliance with appropriate security standards
What is leadership like for this role? What is the structure and culture of the team like?
The hiring manager for this role is Juan Monterroza, he is the SRE manager of the Team Observability Engineer for the Security Business Unit. The members of this team are distributed across the globe. You should expect a team which will encourage you to take on new challenges and support you through the learning process.
What are the benefits and perks of working at VMware?
You and your loved ones will be supported with a competitive and comprehensive benefits package. Below are some highlights, or you can view the complete benefits package by visiting www.benefits.vmware.com.
Employee Stock Purchase Plan
Medical Coverage, Retirement, and Parental Leave Plans for All Family Types
Generous Time Off Programs
40 hours of paid time to volunteer in your community
Rethink's Neurodiversity program to support parents raising children with learning or behavior challenges, or developmental disabilities
Financial contributions to your ongoing development (conference participation, trainings, course work, etc.)
Healthy and local inspired snacks in all our pantries
This job may require the candidate to comply with travel restrictions and/or work from a facility that requires full vaccination prior to entry.
Category : Engineering and Technology
Subcategory: Site Reliability
Experience: Manager and Professional
Full Time/ Part Time: Full Time
Posted Date: 2022-02-21
VMware Company Overview: At VMware, we believe that software has the power to unlock new opportunities for people and our planet. We look beyond the barriers of compromise to engineer new ways to make technologies work together seamlessly. Our cloud, mobility, and security software form a flexible, consistent digital foundation for securely delivering the apps, services and experiences that are transforming business innovation around the globe. At the core of what we do are our people who deeply value execution, passion, integrity, customers, and community. Shape what’s possible today at http://careers.vmware.com.

Equal Employment Opportunity Statement: VMware is an Equal Opportunity Employer and Prohibits Discrimination and Harassment of Any Kind: VMware is committed to the principle of equal employment opportunity for all employees and to providing employees with a work environment free of discrimination and harassment. All employment decisions at VMware are based on business needs, job requirements and individual qualifications, without regard to race, color, religion or belief, national, social or ethnic origin, sex (including pregnancy), age, physical, mental or sensory disability, HIV Status, sexual orientation, gender identity and/or expression, marital, civil union or domestic partnership status, past or present military service, family medical history or genetic information, family or parental status, or any other status protected by the laws or regulations in the locations where we operate. VMware will not tolerate discrimination or harassment based on any of these characteristics. VMware encourages applicants of all ages. Vmware will provide reasonable accommodation to employees who have protected disabilities consistent with local law.",https://www.indeed.com/rc/clk?jk=e69448ad9c1e5f91&fccid=c762a27145bd166e&vjs=3
65,Data Analyst,"Remote in Nashville, TN+1 location",Data/Reporting Analyst,HealthStream,"Job Details
Job Location
Nashville/Remote - Nashville, TN
Remote Type
Fully Remote
Position Type
Full Time
Education Level
4 Year Degree
Travel Percentage
Negligible
Job Shift
Day
Job Category
Technology Services
The Data/Reporting Analyst is responsible for transforming and transferring data on a quarterly basis for the sales team. They will collect contract and consumption data from various sources and aggregate into a consumption balance sheet for key customers.
They will bring a detailed oriented approach to developing the sales reports and prioritize data integrity and standardization. The Metering Specialist will be responsible for storing the reports and communicating to the sales team effectively. They will answer questions and provide backend details by request.
ESSENTIAL DUTIES OR RESPONSIBILITIES:
Works with multiple HealthStream departments as necessary to identify data sources and requirements
Develops training materials and a standard process for documenting business rules of products
Subject matter expert of consumption data sources and transformations
Drives behavior for multiple types of resources to maintain data integrity of the entire lifecycle of contract data
Communicates any issues/concerns regarding existing processes sourcing or updating key data points
Reports regularly the status of identified strategic data goals
Supports questions, report development, and bug evaluations from internal users, including on-the-spot troubleshooting as necessary.

1. KNOWLEDGE/EDUCATION AND EXPERIENCE REQUIRED:
Mid- to high-level computer skills including Microsoft Office and data evaluation tools
Strong interpersonal, written, and oral communication skills including instructional, facilitation, and presentation needed.
Excellent analytical and problem-solving abilities, highly self-motivated and independent while being able to accept direction with completion of tasks.
Customer-centric mindset, strong interpersonal skills, and patience.
Ability to comfortably interface with technical personnel.
Multi-task oriented; works with a sense of urgency and a desire for excellence in performance.
High degree of integrity, professionalism, and the ability to establish a high level of credibility both internally and externally to the organization.

2. SKILLS REQUIRED:
Strong, well-developed problem solving skills and the ability to learn new technical concepts quickly.
Excellent time-management, organization, prioritization, attention to detail, and documentation skills.
1-2 years experience with a data tool (Excel, PowerBI, Tableau, SQL)

HealthStream is an equal opportunity employer. HealthStream prohibits employment practices that discriminate against individual employees or groups of employees on the basis of age, color, disability, national origin, race, religion, sex, sexual orientation, pregnancy, veteran or military status, genetic information or any other category deemed protected by state and/or federal law",https://www.indeed.com/rc/clk?jk=844fc3711481ccc6&fccid=6eb6994bf6f8baef&vjs=3
66,Data Analyst,Remote in United States,Remote Data Analyst,Vytalize Health,"About Our Company

Vytalize Health is a leading provider of value-based care for Medicare patients. We power independent primary care practices through bold financial incentives and smart technology. We are on a mission to accelerate the world’s transition to value-based care by taking care of the doctors who take care of us. We are the fastest growing value-based care provider in the country spanning 14 states and more than 1,000 PCPs.

Visit www.vytalizehealth.com for more information.

Job Description

The Data Analyst will be responsible for development and maintaining the reporting architecture to meet business needs.

Utilizes databases to provide information and data analytics to be used in evaluations and program management.
Develop data visualizations and dashboards to meet functional business requirements.
Expertise with Python Dash or R Shiny or any other JavaScript based interactive visualization applications
Tests for data accuracy and integrity for data analytics.
Communicates the results effectively to stakeholders.
Work with Vytalize Data Scientists and Database Analysts to develop optimized reporting and dashboarding.

Candidate Description

The ideal candidate for the Data Analyst position will need to have experience in the following areas:

 Experience with RDBMS systems.
 Experience with Advanced SQL.
 Experience working with population health metrics.
 Experience working with healthcare data. (Medical, Pharmacy Claims etc.)
 Experience with AWS cloud services: EC2, EMR, RDS, Redshift.
 Strong analytic skills related to working with Structured/unstructured datasets.
 Experience working with Data Visualization tools like Tableau, Power BI, and AWS QuickSight.
 Experience with JavaScript (D3.js, Chart.js etc)


Educational Requirements

Master’s/Bachelor’s degree in Health Informatics, epidemiology, Public Health Administration, or related fields with 2-5 years of professional experience.

Job Requirements

Advanced SQL Experience
Python Experience
Tableau Experience
Advanced Excel Skills a must
Power BI
JavaScript
Dash/Shiny.
QuickSight
Critical Thinking
Data Visualization
Understanding of Statistics and Machine Learning Algorithms

Job Type: Full-time- Remote

Salary: $65,000 - $85,000 base salary, DOE",https://www.indeed.com/rc/clk?jk=9d88d1329a142c90&fccid=3d8e398152b04b7e&vjs=3
67,Data Analyst,"New York, NY (Chelsea area)","Risk Data Analyst, Trust and Safety",Google,"Note: By applying to this position you will have an opportunity to share your preferred working location from the following: Sunnyvale, CA, USA; New York, NY, USA.
Minimum qualifications:

Bachelor's degree or equivalent practical experience.
1 year of experience in data analysis, working with databases, and querying (e.g., SQL, MySQL, MapReduce, Hadoop).
Experience relaying communications between technical and non-technical teams.
Preferred qualifications:

Experience in one of the following: C/C++, Python, Java, HTML, JavaScript, CSS or R, Stata, SPSS, SAS.
Relevant work experience in internet-based risk, abuse, fraud, data protection, or security.
Ability to effectively communicate and work cross-functionally.
Problem-solving, critical thinking, and analytical skills.
About the job
Trust & Safety team members are tasked with identifying and taking on the biggest problems that challenge the safety and integrity of our products. They use technical know-how, excellent problem-solving skills, user insights, and proactive communication to protect users and our partners from abuse across Google products like Search, Maps, Gmail, and Google Ads. On this team, you're a big-picture thinker and strategic team-player with a passion for doing what’s right. You work globally and cross-functionally with Google engineers and product managers to identify and fight abuse and fraud cases at Google speed - with urgency. And you take pride in knowing that every day you are working hard to promote trust in Google and ensuring the highest levels of user safety.
At Google we work hard to earn our users’ trust every day. Trust & Safety is Google’s team of abuse fighting and user trust experts working daily to make the internet a safer place. We partner with teams across Google to deliver bold solutions in abuse areas such as malware, spam and account hijacking. A diverse team of Analysts, Policy Specialists, Engineers, and Program Managers, we work to reduce risk and fight abuse across all of Google’s products, protecting our users, advertisers, and publishers across the globe in over 40 languages.
Responsibilities
Perform data analysis to derive insights that help to identify and fight abuse across our products.
Collaborate with cross-functional groups such as Engineering, Sales, and Legal to update product policies. Provide a better digital experience for our users.
Enhance operational workflows via process improvements and identification of automation opportunities.
Improve tools through data analysis, technical expertise, and presentations to key stakeholders.
Conduct investigations, enforce our product policies, and identify product vulnerabilities (may occasionally be exposed to disturbing or offensive content during the process).
Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. See also Google's EEO Policy and EEO is the Law. If you have a disability or special need that requires accommodation, please let us know by completing our Accommodations for Applicants form.",https://www.indeed.com/rc/clk?jk=4dbf6a96d3e61631&fccid=a5b4499d9e91a5c6&vjs=3
68,Data Analyst,"Charleston, SC+1 location",Data Analyst,BoomTown,"What is BoomTown?
BoomTown is a software platform designed to help real estate professionals generate leads, manage contacts, and run their business better. Over 40,000 of the industry’s best use our products to close more deals. Our success is trademarked with growth. It’s why the Real Trends Thousand is dominated by BoomTown clients. We bring the technology and experts to turn opportunities into closings. With our product suite, our clients get access to world-class lead generation, consumer-websites, CRM technology, and a powerful mobile app. Together, they create a seamless experience so our customers can attract, convert, and win new clients easily.
Our Benefits
To help you stay energized, engaged and inspired, we offer a wide range of benefits including a 401k retirement plan, comprehensive healthcare, discretionary PTO, and a quarterly wellness reimbursement towards health and fitness.
In this role, you’ll be part of a cross functional team that serves as a virtual center of data excellence for the company. As a Data Analyst you will be supporting Product Managers, Developers and Business Leaders to enable maximum utilization of BoomTown’s data resources across many domains within the company. You will be collaborating with Engineers, Data Scientists and other Analysts to deliver high impact, advanced analytics based solutions. Additionally, you’ll need to bring a multidimensional skill set and mindset to ensure that insights are happening for BoomTown stakeholders.


Responsibilities:
Translate stakeholder requests into project plans with best time and resource to insight ratios
Deliver high value insights to stakeholders across multiple domains
Develop datasets and visualizations optimized for end users via Tableau
Support and maintain data team assets like the Data Warehouse and Tableau Servers
Promote and educate valuable analytical opportunities to stakeholders
Collaborate with Data Engineering and Data Science resources to develop advanced and scalable analytics solutions
Manage data requests from stakeholders within the Data Team’s Agile development processes
Take initiative on assigned day-to-day tasks and keep pace with the team to get the job done while knowing when to ask for help.
Stays abreast of advancements, trends and future directions of the industry in the area of responsibility.
Required Qualifications:
Minimum Bachelor’s degree At least 2 years of relevant work experience
A deep understanding and experience working with sql to query and model data
Strong capabilities for data mining, cleaning and munging disparate data sources
Working knowledge of at least one language used for analytical programming (Python, R or equivalent)
A deep knowledge of at least one modern data visualization/reporting application (Tableau or equivalent) and viz best practices
Working knowledge of advanced modeling and analytical tools in spreadsheet applications
Preferred Qualifications:
Experience working with semi-structured data generated from web and mobile applications
Knowledge of ETL and Data Pipeline frameworks
Knowledge of dimensional data modeling techniques
Knowledge of Data Warehousing concepts
Knowledge of Agile development methodologies
Knowledge of machine learning techniques and problems they are best suited to solve
Working knowledge of web activity tracking tools like Google Analytics
Ability to apply inferential statistics and probability to real world scenarios
BoomTown Offers You:
Growth potential and ability to lead change
Company leadership that believes in flexibility, freedom, and innovation
Challenging, motivating, fun and dog-friendly work environment
Company culture that is guided by our core values that thrives on passion and innovation
BoomTown is an equal opportunity employer. We celebrate diversity and are committed to creating an inclusive environment for all employees.",https://www.indeed.com/rc/clk?jk=801f441d09f4d9e6&fccid=12f549de23b6112b&vjs=3
69,Data Analyst,Remote,Data Analyst,SRK Global Services,"Title: Data analystLocation: Remote Duration: 12+ MonthsJob Description: Experience and knowledge in Auto/Asset Finance/ Lending/US Banking domain as Data analyst or Functional Consultant.Strong understanding of business processes including functional knowledge in Enterprise data lake using Snowflake, RDBMS, SQLShould have good communication skills and be able to drive the requirement sessions.Business Analysis knowledge and experience preferably with supporting implementation of solutions for Enterprise data lake.General understanding of related products, tools, business & technological ecosystem such as ETL, Database, Data modeling and AWS Cloud.Overall understanding of complex IT environments with factual and theoretical knowledge.Should be able to Identify, research and analyze existing system and data requirements, able to understand the data model and data definition.Should be well versed with agile methodology and good exposure to different Sprint events & identify and report any dependencies/roadblock.Work closely with the dev team and provide them business process flows for implementing features.Perform detailed testing (functional, system integration and end to-end ) with effective defect/status reporting.Job Types: Full-time, ContractSalary: $45.00 - $55.00 per hourSchedule:8 hour shiftExperience:SQL: 1 year (Preferred)Finance/Banking/Lending: 2 years (Required)ETL: 3 years (Required)Snowflake: 1 year (Required)Work Location: Remote",https://www.indeed.com/company/SRK-Global-Services/jobs/Data-Analyst-9d585ad641ea8da1?fccid=437307a06736d2c3&vjs=3
70,Data Analyst,Remote,Data Analyst,The Signatry: A Global Christian Foundation,"About The Signatry: Established in 2000, The Signatry is a global community and ministry dedicated to creating eternal impact through generosity across generations. Since our founding, we have facilitated more than $3 billion in transformational grants for nonprofits around the world.Position Purpose: The Data Analyst position is responsible for coordinating data analysis, quality programs and integration efforts for The Signatry technology platforms so that our teams can make data-driven decisions. The Data Analyst will perform these duties with the CIO and the Foundation Systems Administrator, responsible for Constituent Relationship Management (CRM) and a Foundation Management Solution (FMS). The position will have strong working relationships with other departments, especially marketing, to facilitate 360-degree views of our data.Primary Responsibilities: 1. Lead internal efforts to set internal data quality standards and key performance indicators for our corporate IT (back office systems) and Foundation systems.2. The initial scope will implement analytic tools to determine system data quality standards and then establish policies, procedures and system enhancements to achieve those standards.3. Understand and advise on system integrations. This requires understanding the data lineage and interdependencies between our foundation and internal systems.4. This role will expand to assure data consistency across all of our systems by implementing a master data management strategy.5. Collaborate across departments to support data analysis and integration.6. As member of the Technology team, support The Signatry initiatives for data privacy and security.Key Qualifications and Skills: Alignment with The Signatry values and statement of faithStrong, detail-oriented multi-tasker that consistently meets deadlinesProcess-driven, with the ability and desire to learn new systemsOrganized, adaptable, and flexibleProactive approach to problem solving, with an eye towards efficiency and a continuous improvement mindsetAbility to explain technical concepts to inexperienced users using graphs, infographics or other visualization techniquesProficient in Microsoft O365, PowerBI, Google DataStudio, and SQL.Establish Key Performance Indicators to monitor and evaluate progress.CRM or Finance experience is preferable, but not requiredExperience in data integration and predictive data science is desirable, but not requiredA Bachelor’s Degree is desirable, but not requiredA servant’s heart, with an appreciation for internal and external relationship buildingApplicants have rights under Federal Employment Laws: Equal Employment OpportunityEmployee Polygraph Protection Act (EPPA)Family and Medical Leave Act (FMLA)Job Type: Full-timePay: $50,000.00 - $65,000.00 per yearBenefits:401(k)401(k) matchingDental insuranceFlexible scheduleHealth insurancePaid time offRetirement planVision insuranceSchedule:8 hour shiftApplication Question(s):What about The Signatry's mission interests you?Experience:SQL: 1 year (Preferred)Data & Technical Business Analysts: 1 year (Preferred)Work Location: Remote",https://www.indeed.com/rc/clk?cmp=The-Signatry%3A-A-Global-Christian-Foundation&ti=Data+Analyst&jk=7e0b9f6ff57bc242&fccid=407b85617e849fe6&vjs=3
71,Data Analyst,"Hardin, MT 59034 59034+3 locations",Health Data Analyst,One Health,"**The location for this position can be near any of our sites across Montana (Hardin, Ashland, Miles City, Glendive, Chinook, or Lewistown). Occasional travel between sites will be required. We are interested in every qualified candidate who is eligible to work in the United States. However, we are unable to sponsor employment visas.**
2 positions available
The Health Care Data Analyst is an essential part of One Health’s Data Analytics program and the Strategy and Innovation Group (SIG). Data for decision making in process improvement is a central component to achieving our mission and continuous improvement. While this position is dedicated to quality data analysis and reporting through SIG, the team member interfaces regularly with IT, Integrated Services, Operations, and project teams. This team member is one who can be flexible and think critically while seeing linkages between systems, curating data which helps to solve mysteries revealing process improvement opportunities, and unearthing demonstrated successes for continued best practices in service to health and wellbeing.


ESSENTIAL JOB FUNCTIONS AND RESPONSIBILITIES

Reasonable accommodations may be made to enable individuals with disabilities to perform the essential job functions. The essential job functions and responsibilities are:

Promotes a strong belief in One Health’s philosophy, purpose, mission, and vision.
Evaluates the connections between health care operations and data management systems.
Creates and validates record-keeping processes, including continuous optimization of our organization’s data model in both independent settings as well as in collaboration with the Data Analytics Director.
Independently monitors and maintains permissions and access to data visualizations and software licenses.
Pulls and integrates data from disparate sources (e.g. aggregating data from external organizations in support of community-based initiatives).
Evaluates and preprocesses raw information.
Delves into data to discover discrepancies and patterns in support of specific clinical programs (for example, independently preparing data and analyzing trends to present to clinical leadership teams at monthly meetings)
Autonomously builds data visualization models that capture a wide range of health care operations.
Presents and explains information in an accessible way (e.g. budgeting reports) to senior leadership and clinical teams.
Suggests ways to both increase healthcare quality and reduce costs in support of process improvement projects, both during project phases and control phases ((e.g. money spent in (research and development) R&D)), utilizing the Lean Six Sigma methodology
Assists the Health Data Analytics Director in the facilitation of the Athena Governance/Data Governance committee.
Collaborates with management and internal teams to implement and evaluate improvements.
Participates in training, reporting, and other requirements of various grant supported programs implemented by One Health and partners.
Adheres to all One Health Policies and Procedures.
Participates in performance optimization and risk management activities as required.
Cooperates and abides by all elements of One Health’s Compliance Program.
Provides exceptional customer service and models the mission of One Health when interacting with internal and external stakeholders promoting a positive image for the health center.
Performs other duties as assigned or required with or without prior notification.


MINIMUM JOB QUALIFICATIONS

Education/Certificates/Licenses:
Required

BS/BA in Health Informatics, Statistics, Mathematics or a field in which data collection, research and analysis are a primary focus.
Valid driver’s license

Preferred

Master’s degree in Health Informatics, Statistics, Mathematics or a field in which data collection, research and analysis are a primary focus.


Experience:

Required

Two (2) years’ experience as a data analyst.
Two (2) years’ experience with databases and data analytics software.

Preferred

Knowledge in Patient-Centered Medical Home (PCMH), Uniform Data Systems (UDS), and other Health Center related requirements and initiatives.
Knowledge of Lean Six Sigma, or other performance improvement concepts and tools.


Competencies:

Ethical practice
Collaboration and teamwork
Technical proficiency
Attention to detail/thoroughness
Results driven
Analytic and problem-solving skills
Strategic thinking and independent decision-making skills
Multi-tasking and prioritization skills
Presentation skills
Flexibility


WORKING CONDITIONS AND ENVIRONMENT:
The working conditions and environments described here are representative of those an employee encounters while performing the basic functions of this job. An employee may be exposed to other working conditions and/or environments which are not listed.
Work indoors in heat-controlled environment 95% of the time.
Moderate noise level consistent with an office environment.
Typically, 40-hour workweek.
Some evening and weekend hours as needed.
Periodic travel to other One Health sites and within Montana as well as regional and national meetings.",https://www.indeed.com/rc/clk?jk=1c3c8a87f9b39868&fccid=78fc3815c1898796&vjs=3
72,Data Analyst,"Fort Worth, TX 76109 76109 (Tcu-West Cliff area)",Data Entry Analyst I,CorVel Healthcare Corporation,"JOB SUMMARY:
Responsible for the input / duplication of the UB or breakdown of Itemization (IB) charges into Scheck system in a timely and accurate manner while meeting production volume expectations. This position is fully remote.
About CERiS
CERiS, a division of CorVel Corporation, a certified Great Place to Work® Company, offers incremental value, experience, and a sincere dedication to our valued partners. Through our clinical expertise and cost containment solutions, we are committed to accuracy and transparency in healthcare payments. We are a stable and growing company with a strong, supportive culture along with plenty of career advancement opportunities. We embrace our core values of Accountability, Commitment, Excellence, Integrity and Teamwork (ACE-IT!).
A comprehensive benefits package is available for full-time regular employees and includes Medical (HDHP) w/Pharmacy, Dental, Vision, Long Term Disability, Health Savings Account, Flexible Spending Account Options, Life Insurance, Accident Insurance, Critical Illness Insurance, Pre-paid Legal Insurance, Parking and Transit FSA accounts, 401K, ROTH 401K, and paid time off.
ESSENTIAL FUNCTIONS AND RESPONSIBILITIES:
Responsible for cross checking patient, provider information, general UB information as accurate upon initial receipt of assigned files and prior to input.
Responsible for line item input of breakdown charges (itemization) into Scheck system.
Utilize appropriate tools put in place for quality control.
Responsible for meeting production standards or expectations daily.
Maintain HIPAA compliance in all aspects of communications.
Additional duties as assigned. Not excluding providing assistance in training of new incoming employees.
Provides general support.
QUALIFICATIONS:
High school diploma or equivalent
1 minute typing with minimum 40+ words per minute
Alpha and 10 Key keystrokes-10,000+ kph and accuracy rate of 95% or more
Data Entry experience
Proficient in Microsoft Office suite, mainly Outlook, Excel, WORD
Punctual and consistent attendance
Detail Oriented
Paperless entry with 2/3 monitors
Ability to independently use problem solving logics
Goal oriented with eagerness to achieve and surpass quota
Exceptional organizational skills
The ability to work independently
The ability to work in a fast paced/production environment
Effectively communication with others
WORK ENVIRONMENT/DEMANDS OF POSITION:
Travel: None
Physical Demand: Light physical effort such as standing, bending, or stooping for extended periods; operating light office equipment such as computer, fax machine, copier
Mental Demand: Moderate to high degree of concentration due to volume, complexity of work
PRODUCTIVITY EXPECTATION:
Target quota of a minimum of 1800 raw lines input per day.
Maintain an error rate of .50 % or less.
No more than 4 variance errors per month.
CorVel is an Equal Opportunity Employer, drug free workplace, and complies with ADA regulations as applicable.",https://www.indeed.com/rc/clk?jk=a41f9a86f1b62ce3&fccid=2ec2bebc6c0b982f&vjs=3
73,Data Analyst,Remote in United States,Remote Data Analyst,Vytalize Health,"About Our Company

Vytalize Health is a leading provider of value-based care for Medicare patients. We power independent primary care practices through bold financial incentives and smart technology. We are on a mission to accelerate the world’s transition to value-based care by taking care of the doctors who take care of us. We are the fastest growing value-based care provider in the country spanning 14 states and more than 1,000 PCPs.

Visit www.vytalizehealth.com for more information.

Job Description

The Data Analyst will be responsible for development and maintaining the reporting architecture to meet business needs.

Utilizes databases to provide information and data analytics to be used in evaluations and program management.
Develop data visualizations and dashboards to meet functional business requirements.
Expertise with Python Dash or R Shiny or any other JavaScript based interactive visualization applications
Tests for data accuracy and integrity for data analytics.
Communicates the results effectively to stakeholders.
Work with Vytalize Data Scientists and Database Analysts to develop optimized reporting and dashboarding.

Candidate Description

The ideal candidate for the Data Analyst position will need to have experience in the following areas:

 Experience with RDBMS systems.
 Experience with Advanced SQL.
 Experience working with population health metrics.
 Experience working with healthcare data. (Medical, Pharmacy Claims etc.)
 Experience with AWS cloud services: EC2, EMR, RDS, Redshift.
 Strong analytic skills related to working with Structured/unstructured datasets.
 Experience working with Data Visualization tools like Tableau, Power BI, and AWS QuickSight.
 Experience with JavaScript (D3.js, Chart.js etc)


Educational Requirements

Master’s/Bachelor’s degree in Health Informatics, epidemiology, Public Health Administration, or related fields with 2-5 years of professional experience.

Job Requirements

Advanced SQL Experience
Python Experience
Tableau Experience
Advanced Excel Skills a must
Power BI
JavaScript
Dash/Shiny.
QuickSight
Critical Thinking
Data Visualization
Understanding of Statistics and Machine Learning Algorithms

Job Type: Full-time- Remote

Salary: $65,000 - $85,000 base salary, DOE",https://www.indeed.com/rc/clk?jk=9d88d1329a142c90&fccid=3d8e398152b04b7e&vjs=3
